emotion,lyric
분노,지금 어디게 한강 가는 중이야
분노,"좀 취했다 뭐 마셨냐고 바로 술, 약"
분노,소주 한 병이랑 나머지 약 모조리 섞어
분노,비도 오는 게 참 죽기 완벽한 날이야 so fucked up
분노,여기 일기장과 지금 녹음기에 녹음되는 목소리가
분노,몇 시간 후 유서가 되겠지
분노,사랑해 죽을 만큼 사랑한다
분노,이렇게 죽어서 매일 밤 악몽에 나타나
분노,거기서라도 우리 다시 사랑하자
분노,웃긴 게 뭔지 알아
분노,피해자인 난 이런데 가해잔 무지하게 행복하다
분노,신혼사진들 올리면서
분노,속도위반 임신했다고 축하해 달란 글 벼랑 끝서 떠밀었어
분노,이 살인자 결국 네가 날 죽인 거야
분노,지금 이 방법이 내 최고의 복수이자 무긴 거야
분노,기도도 많이 했지 도와달라고 제발
분노,응답 노랜 또 까이고 신은 무슨 씨발
분노,다 저주해 증오해 살아갈 이유 없어
분노,모두에 바람대로 내가 죽어줄게 어서
분노,(honk) 뭐야 비키려면 네가 비켜
분노,지금 나 눈에 뵈는 거 하나...
분노,이제 다시 돌이킬 수가 없단 걸 알아
분노,참아 보려 했지만 넌 내가 싫어
분노,하는 일들을 뒤에서 몰래 하고 있었단 걸
분노,hey look at me
분노,내 얘기 좀 들어줘 기막히고도 어이없는 story
분노,사랑하던 그녀에게 받았던 배신감
분노,oh oh oh oh eah eah eah eah
분노,얼마 전부터 느낌이 이상해
분노,잠도 못 이룰 악몽을 꿨었네
분노,그 꿈이 현실이 됐던 그 순간
분노,someone please call me 911
분노,이제야 후회돼 내 눈이 뼜나 봐
분노,갈수록 심기가 자꾸만 불편해져
분노,넌 내가 어디서 뭘 하는지 잘하는지
분노,궁금해하지도 않잖아
분노,거봐 뒤가 살짝 구려
분노,못 본 사진도 이젠 인스타로 봐
분노,아무 말 안 하니까 날 자꾸 물로 봐
분노,잘해줄 때 잘해주는 걸 알아달란 건 아닌데 넌
분노,이제 더 이상 내가 필요 없나 봐
분노,네 품에 안겨 울고 싶어 그러지 말아줘
분노,네가 돌아와 나를 안아준다면
분노,잊을 수 있어 이 모든 걸
분노,널 향한 배신감 땜에 너에게 방아쇨 당겨
분노,한발 두발 너를 향한 사랑의 총알이
분노,너의 심장에 박혀 나를 잊을 수 없도록
분노,tell me please tell me please tell me
분노,everybody say please tell me
분노,다신 찾지 않을게 않을게 다시 찾지 않을게
분노,니가 불행했음 좋겠다
분노,난 행복하지 않고
분노,앞으로 사랑 않고
분노,살아도 좋으니까
분노,평생 그대로 후회하도록 기도해
분노,I’m sorry so so so sorry
분노,신사답게 굴지 못하고 나 욕해서
분노,이따위밖에 안 되나 봐 못돼서
분노,(I’m too sad cry)
분노,행복 빌 정도로 착해 주지 못해서
분노,(too sad to sing a love song)
분노,하지만 어떻게 안 그러면
분노,(so I’m gonna rap for this one)
분노,이건 너무 불공평하잖아
분노,귀엽지 않아
분노,더 이상 구역질 나 니 거짓말
분노,진저리 나 말 걸지 마
분노,손 잡지 마 저리가
분노,똑같은 잘못하고
분노,똑바로 눈 못 보며
분노,또 마지막이라고
분노,또 하겠지 똑같은 말
분노,잘못했어 미안해 앞으론 잘할게
분노,아냐 내가 더 미안해
분노,앞으로 난 안 해
분노,이딴 게 니가 말하던 사랑이니
분노,우는 게 자랑이니
분노,그러고도 사람이니 huh
분노,"Yes, I loved you"
분노,but I hate you now
분노,니가 이제 어떻게 되든
분노,나 개의치 않아
분노,니가 날 사랑한다 말해?
분노,어떻게 감히
분노,넌 내가 전부라지만
분노,난 니가 절대 아니
분노,착각하지 마 너 없이
분노,더 잘 살 수 있어
분노,반복하지만 니가 없어야
분노,나 살 수 있어
분노,추억? 그딴 건 개나 줘버려
분노,욕 나오기 전 꺼져버려
분노,제발 내 인생에서 사라져버려
분노,행복 빌 정도로
분노,착해 주지 못해서
분노,so lovely so lovely 하던 사랑이
분노,ugly so ugly ugly
분노,so lovely so lovely 하던 사람이
분노,ugly the problem is
분노,넌 내가 지난 기억에
분노,맘 약해질 거라 안심해
분노,근데 어쩌지?
분노,이번엔 별로 안 심해
분노,우린 어쩌면 그렇게 사랑하는 척
분노,지독히도 끊지 못하는
분노,이 사랑 아닌 정
분노,왜 서러워 이해 못 해 어려워
분노,내 입이 더러워 stop crying
분노,우는 척 마 역겨워
분노,정신 차려
분노,이건 사랑이 아냐 구속
분노,착한 척 약한 척 말고
분노,차라리 묶어 두 손
분노,변명하지 마 그냥
분노,zip your mouth
분노,헤어짐 죽는단 협박도
분노,이젠 싫지 않아
분노,You liar I'm sick and tired
분노,이제 그 가여운척한
분노,얼굴 가면 벗고
분노,그만 Good bye yo
분노,이 노래 듣고 있어?
분노,바로 니 얘기야
분노,기도 말고 저주해
분노,용서치마 복수해
분노,시간 낭비할 시간 없어
분노,다시는 연락치마
분노,This is it my message is
분노,I'm done with you
분노,breaking up with you 끝
분노,We were never meant to be
분노,넌 너무 뻔한 거짓말로
분노,날 속였어 아무리 숨겨봐도
분노,모르는 척 하고 있었어 네가 만난
분노,친구라는 그놈과는 어떤 사인지 다 알아
분노,직감적으로 느낀 것 들이 딱 맞았지
분노,앞과 뒤가 달랐어
분노,너의 긴 혀가 내게 못을 박았어
분노,피곤해 내게 잠든다고 말했던 너의 집 앞에서
분노,내가 들었던 건
분노,뒤 섞인 웃음소리와
분노,내가 아닌 그놈의 목소리
분노,So Blind 보이지 않아
분노,널 쫓던 나의 기억들도
분노,Hey you 네가 떠나간
분노,Right there 그 순간부터
분노,네가 말했잖아
분노,영원히 내 곁에 있어 줄 거라고
분노,다 거짓말
분노,Go away
분노,내 사랑은 눈이 멀어
분노,아무것도 난 보이지 않아
분노,Blind Blind Blind
분노,널 찾을 수 없어
분노,Stay away
분노,다 타버리고 없어 난
분노,돌아보지 마 나를 찾지 마
분노,I never fall in love
분노,Oh Oh Oh Oh Oh
분노,무너져버린 나는 Blind Blind
분노,사라져버린 너는 Blind Blind
분노,미쳤냐며 말했지 오히려 화냈어 날 보고
분노,다른 여자들과는 넌 정말 다르다고
분노,진짜 친구고 그저 아무 사이 아니라고
분노,뭐라고 지껄여 그걸 지금 내게 말이라고 해
분노,I don't want you back
분노,그 짓거리들 꼴 보기 싫어 이젠
분노,뻔뻔해 넌 원래 좀 꺼져 이젠
분노,독처럼 퍼진 분노
분노,가슴 깊숙이 묻고
분노,사랑을 저주해
분노,이건 내 모토
분노,조언과 충고
분노,단 한 번만이라도 내 상처를 좀 생각해봐
분노,딱 하루만이라도 내 머리에서 떠나 제발
분노,날 믿어 못 믿어
분노,널 잊어 못 잊어
분노,사랑은 미쳤어
분노,이건 내 눈에 쳐진 Blind
분노,왜 그랬었는지
분노,알고는 있는지
분노,변명만 했었지
분노,핑계만 댔었지
분노,니가 뱉어논 약속들은
분노,믿어주려했어 믿어주고싶었어
분노,하지만 드러난 니 본성에
분노,널 버려야 했어 널 쫓아내야 했어
분노,끝까지 남의 탓만 한
분노,기본 없는 본성과
분노,기생충같이 더럽게
분노,빨아먹은 널 저주해
분노,머리만 굴리고
분노,앞에선 하는척
분노,등뒤에 숨어서
분노,빌어먹을 생각만
분노,너의 속보였던 행동들로
분노,우린 망가졌고 상처만남았었어
분노,하지만 끝까지 뻔뻔했어
분노,버릴걸 그랬어 그때 널 버려야했어
분노,여전히 등뒤에 달라붙어
분노,민폐만
분노,너같은건 이제 꺼지는게 도움돼
분노,아직도 입으로만 노력해
분노,거짓만
분노,너같은건 이제 그만둬야 도움돼
분노,그동안 너의 흔적을 보길
분노,더러운
분노,너같은건 이제 사라져야 도움돼
분노,지나온 너의 행동을 보길
분노,반성해
분노,너같은걸 바로 기생충이라 하지
분노,빌어붙을 생각만
분노,우린 망가졌고 상처만 남았었어
분노,니가 입술을 두 번 깨물고 눈을 한 번 깜빡일 때
분노,니 입에선 항상 똑같은 거짓말이 나와
분노,그새낀 그냥 친구라는 뻔한 드립친 그 순간부터
분노,"넌 영원히 내게 썅년 된 거야, 잘 들어봐"
분노,넌 죽어도 못 고쳐 그 버릇 그리고 난 더는
분노,이 거지같은 탐정놀이 생각 없거든
분노,I gave u a chance but u just blew it 역겨워
분노,너 잘 봐 This is how I'm gonna fuck u up
분노,어젯밤 넌 피곤하다며 곧 잔다 했고
분노,난 순간 촉이란 게 빡 온 거지
분노,언제까지 내가 속을 거 같았어
분노,넌 한결같이 날 그냥 병신으로 본거지
분노,꺼져줄게 잘살아 유행가 가사보다 못한
분노,너와 난 아무리 봐도 노답
분노,단 한번만 솔직했다면
분노,널 용서할 수 있었는데
분노,넌 끝까지 사람을 비참하게 만들어
분노,Fuck you hoe I don’t want you back
분노,I don’t want you back
분노,I don’t want you back no more
분노,정신차려보니 뺨에 눈물 뚝
분노,난 하염없이 너희 집 쪽으로 걷고 있고
분노,심장에 낙서 당한 기분 가슴은 파인 듯 아픈데
분노,거울 속 애써 웃더라고 내가
분노,I don't know what to say no more
분노,좀 꺼져 줬음 해
분노,바람 불면 꺼지는 촛불처럼
분노,내 집에서 나가 줄래
분노,우아한 년
분노,아냐 넌
분노,걍 여우 같은 녀어어언
분노,그냥 bitch 같은 녀어어언
분노,집 앞에 지금 나 서있어
분노,너 분명 집에 있다 했으면서 대체 왜 문은 잠겨있어
분노,오후 한 시 날보고 깜짝 놀란 널 마주쳐
분노,내 눈은 금방 미쳐 돌아가기 직전
분노,교회일 땜에 잠깐 나갔다 온 거라고
분노,만난 사람 아무 사이 아니라고
분노,아 그랬구나 교회오빠랑 바빴구나
분노,오전 두 시에 둘이 새벽기도라도 갔나 봐
분노,좀 제발 상식적으로 제발
분노,한번이라도 변명이 납득가게 지껄여봐
분노,그러면 넌 또 자기를 왜 못 믿냐는 식
분노,피곤하다며 그만 집으로 들어간다던 지
분노,그럼 또 언제나 그렇듯 안절부절 못하는 개새끼마냥 내가
분노,널 잡을 줄 알았겠지만 bitch 칵 퉤 -
분노,더는 아냐
분노,시발 난 진짜 널 사랑했어 넌 아냐
분노,심장에 낙서를 당한 기분 가슴은 파인 듯 아픈데
분노,딱 하루만 내가 돼서 살아봐 싹 다 타 들어갈걸 내 속 한번 뒤집어 까봐
분노,그 짓거리들 다보고도 네게 돌아와달라고 미쳤어 넌 이제 사이즈도 안 나와
분노,한땐 서로 노력하면 될 거라 했던 그 순간도 넌 내 뒤통수를 쳤어 그러니까
분노,"다됐고, 야 꺼져 너는 아냐"
분노,한때 난 진짜 널 사랑했어 더는 아냐
분노,그만해 듣기 싫어
분노,또 뻔한 말로 나를 죽여
분노,이젠 끝내 우리 둘
분노,더 이상은 흘릴 눈물도 없어
분노,꺼져줄게 네 앞에서
분노,온갖 구정물들 뒤집어쓴 것 같아
분노,찝찝해서 더는 못 참겠어 캭 퉤
분노,어쩌다 너랑 엮어 매일 욕이 섞인 푸념
분노,네 눈엔 안 보이나 봐 이젠 나 완전한 투명
분노,왜 도대체 뭐가 못마땅한데
분노,솔직히 특별할 거 없어 너도 까놓고 말해
분노,허울에만 집착하려는 그 모습에 질렀어
분노,똑똑히 이 말 전해 원하지 않는 익명성
분노,내 입을 틀어막은 폭행 댓가를 치르게 될 거야 get the fuck outta  here
분노,개입해서 망친 시간들 전부 모두 되돌려줄게 치욕 같은 기분
분노,왜 이래 왜 이래 너 왜 이래 내 게
분노,왜 이래 왜 이래 너 왜 이래 정말
분노,i told U  i told U  hate to say
분노,속은 엉켜 엉망인데 자꾸 포장해
분노,불편한 기분은 내 하루를 또 고장 내
분노,더해진 날짜만큼 없어지는 존중
분노,늘 삐걱 돼 그래 비겁해 차라리 누군가 먼저
분노,부러지길 바라는 맘으로 watching
분노,손 뻗지 마 내 몸 닿지 마
분노,네 얘기 전혀 궁금하지 않아 please shut the mouth
분노,im going to erase it 그래야 돼 이제 정리가 필요해진 요즘
분노,이유를 알 수 없는 죄책감이 더해진 오늘
분노,시궁창 같은 현실 이곳을 난 벗어 나려 해
분노,참 안쓰러워 너를 볼 때면
분노,소모된 감정들만 길어져
분노,누구의 잘못도 아닌 걸 알잖아
분노,담담한 척 애쓰지 좀 마 내 앞에서
분노,그런 방어적인 태도 날 위험하게 만들어
분노,강변북로에 전부 던져 버릴 거야
분노,함께 했던 우리 시간 기억 전부다
분노,제발좀  그러지마
분노,이럴 때마다 숨이 막혀
분노,변한 네 모습 볼 때면
분노,꺼져 줄게 네 앞에서
분노,I hate myself
분노,Hate myself
분노,내 자신이 싫어
분노,어젯밤에 보던 TV
분노,무섭게 화를 내고 있던 나의 눈이
분노,꼴 보기 싫어서 나 오늘 하루 종일
분노,거울을 보게 될 때마다 눈을 감았어
분노,제발 헤어지게 해주세요 기도
분노,네게 험한 말을 했던 나의 입도
분노,입술을 꽉 깨문 채로 아무런 말도
분노,하지 않았어 한마디도 Yeah
분노,너를 울렸던 내 눈물과
분노,붙잡지 않았던 손
분노,뒤돌아 걸어온 두 발이 원망스러워
분노,나 때문에 아팠던 그 밤
분노,이제는 놓아 볼게 Goodbye
분노,No way 난 너를 왜 잃었을까
분노,아무것도 할 수 없는
분노,이런 내가 싫어
